"region","assessid","stockid","mgmt","assessor","years","start_year","report_year","assesssource","method","methodshort","methodlong","country","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes","OFL_pdf","if_diff_5yrs","interval","check_ty_correct"
"US East Coast","NEFSC-HADGB-1931-2010-CHING","HADGB","NMFS","NEFSC","1931-2010",1931,2010,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Haddock%20-%20Georges%20Bank&stockid=10520","VPA","VPA","Virtual Population Analysis","USA","Georges Bank","USA-NMFS-GB","Haddock Georges Bank","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",0,"Current","USA",21,"NULL","0.2",NA,NA,NA,NA,1960,2010,1960,2010,1960,2010,2010,2,2010,2009,"NEFSC-HADGB-1931-2010-CHING_2010","NEFSC-HADGB-1931-2010-CHING_2009",167000,211000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,167000,211000,NA,NA,0.18,0.14,"F-1/yr","1/yr",0.0743,0.0524,0.0743,0.0524,0.18,0.14,NA,NA,NA,NA,0.39,"",NA,NA,NA,NA,NA,NA,124900,"",NA,NA,NA,"N",4,"Y"
"US East Coast","NEFSC-HADGB-1960-2014-SISIMP2016","HADGB","NMFS","NEFSC","1960-2014",1960,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Haddock%20-%20Georges%20Bank&stockid=10520","VPA","VPA","Virtual Population Analysis","USA","Georges Bank","USA-NMFS-GB","Haddock Georges Bank","Actinopterygii","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.2",NA,NA,NA,NA,1960,2014,1960,2014,1960,2014,2014,1,2010,2009,"NEFSC-HADGB-1960-2014-SISIMP2016_2010","NEFSC-HADGB-1960-2014-SISIMP2016_2009",104000,140000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,104000,140000,NA,NA,0.31,0.19,"F-1/yr","1/yr",NA,NA,NA,NA,0.31,0.19,NA,NA,NA,NA,0.39,"",NA,NA,0.39,"F40%  ",NA,NA,108300,"SSB/R (F40MSP)",NA,NA,NA,"N",4,"Y"
"US East Coast","NEFSC-HERRNWATLC-1964-2011-HIVELY","HERRNWATLC","NMFS","NEFSC","1964-2011",1964,2011,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Atlantic%20herring%20-%20Northwestern%20Atlantic%20Coast&stockid=10572","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Northwestern Atlantic Coast","USA-NMFS-NWATLC","Herring Northwestern Atlantic Coast","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",0,"Current","USA",21,"NULL","0.2",NA,NA,NA,NA,1965,2011,1965,2011,1964,2011,2011,2,2011,2010,"NEFSC-HERRNWATLC-1964-2011-HIVELY_2011","NEFSC-HERRNWATLC-1964-2011-HIVELY_2010",518000,313000,"SSB-MT","MT",1320000,1520000,1320000,1520000,NA,NA,518000,313000,NA,NA,0.138,0.176,"F-1/yr","1/yr",0.0642424242424242,0.0522368421052632,NA,NA,0.138,0.176,NA,NA,NA,NA,0.27,"",NA,NA,NA,NA,NA,NA,157000,"",NA,NA,NA,"N",3,"Y"
"US East Coast","NEFSC-HERRNWATLC-1965-2014-SISIMP2016","HERRNWATLC","NMFS","NEFSC","1965-2014",1965,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Atlantic%20herring%20-%20Northwestern%20Atlantic%20Coast&stockid=10572","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Northwestern Atlantic Coast","USA-NMFS-NWATLC","Herring Northwestern Atlantic Coast","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea harengus","Clupea harengus","Herring",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.2",NA,NA,NA,NA,1965,2014,1965,2014,1965,2014,2014,1,2011,2010,"NEFSC-HERRNWATLC-1965-2014-SISIMP2016_2011","NEFSC-HERRNWATLC-1965-2014-SISIMP2016_2010",565000,348000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,565000,348000,NA,NA,0.13,0.16,"F-1/yr","1/yr",NA,NA,NA,NA,0.13,0.16,NA,NA,NA,NA,0.24,"Direct estimate",NA,NA,0.24,"",NA,NA,311145,"Direct Estimate",NA,NA,NA,"N",3,"Y"
"US East Coast","NEFSC-POLL5YZ-1960-2009-CHING","POLL5YZ","NMFS","NEFSC","1960-2009",1960,2009,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Pollock%20-%20Gulf%20of%20Maine%20/%20Georges%20Bank&stockid=10515","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Gulf of Maine / Georges Bank","USA-NMFS-5YZ","Pollock Gulf of Maine / Georges Bank","Actinopterygii","Gadiformes","Gadidae","Pollachius","Pollachius virens","Pollachius virens","Pollock",0,"Current","USA",21,"NULL","0.2",NA,NA,NA,NA,1970,2009,1970,2009,1960,2009,2009,2,2009,2008,"NEFSC-POLL5YZ-1960-2009-CHING_2009","NEFSC-POLL5YZ-1960-2009-CHING_2008",196000,227000,"SSB-MT","MT",210000,240000,210000,240000,NA,NA,196000,227000,NA,NA,0.07,0.08,"F-1/yr","1/yr",0.0416190476190476,0.0508333333333333,NA,NA,0.07,0.08,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,91000,NA,NA,NA,NA,"N",5,"Y"
"US East Coast","NEFSC-POLL5YZ-1970-2014-SISIMP2016","POLL5YZ","NMFS","NEFSC","1970-2014",1970,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Pollock%20-%20Gulf%20of%20Maine%20/%20Georges%20Bank&stockid=10515","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Gulf of Maine / Georges Bank","USA-NMFS-5YZ","Pollock Gulf of Maine / Georges Bank","Actinopterygii","Gadiformes","Gadidae","Pollachius","Pollachius virens","Pollachius virens","Pollock",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.2",NA,NA,NA,NA,1970,2014,1970,2014,1970,2014,2014,1,2009,2008,"NEFSC-POLL5YZ-1970-2014-SISIMP2016_2009","NEFSC-POLL5YZ-1970-2014-SISIMP2016_2008",251000,271000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,251000,271000,NA,NA,0.095,0.108,"F-1/yr","1/yr",NA,NA,NA,NA,0.095,0.108,NA,NA,NA,NA,0.277,"F40% as proxy",NA,NA,0.277,"F40%",NA,NA,105226,"SSB40%",NA,NA,NA,"N",5,"Y"
"US East Coast","NEFSC-SCUPNWATLC-1960-2007-TERCEIRO","SCUPNWATLC","NMFS","NEFSC","1960-2007",1960,2007,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Scup%20-%20Atlantic%20Coast&stockid=10286","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Northwestern Atlantic Coast","USA-NMFS-NWATLC","Scup Northwestern Atlantic Coast","Actinopterygii","Perciformes","Sparidae","Stenotomus","Stenotomus chrysops","Stenotomus chrysops","Scup",0,"Current","USA",21,"Stock rebuilt","0.2","NULL","",NA,NA,1984,2007,1984,2007,1960,2007,2007,2,2007,2006,"NEFSC-SCUPNWATLC-1960-2007-TERCEIRO_2007","NEFSC-SCUPNWATLC-1960-2007-TERCEIRO_2006",119000,106000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,119000,106000,NA,NA,0.054,0.057,"F-1/yr","1/yr",0.0287,0.0287,0.0287,0.0287,0.054,0.057,NA,NA,NA,NA,0.177,NA,NA,NA,NA,NA,NA,NA,92044,NA,NA,NA,NA,"Y",7,"Y"
"US East Coast","NEFSC-SCUPNWATLC-1984-2014-SISIMP2016","SCUPNWATLC","NMFS","NEFSC","1984-2014",1984,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Scup%20-%20Atlantic%20Coast&stockid=10286","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Northwestern Atlantic Coast","USA-NMFS-NWATLC","Scup Northwestern Atlantic Coast","Actinopterygii","Perciformes","Sparidae","Stenotomus","Stenotomus chrysops","Stenotomus chrysops","Scup",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.2",NA,NA,NA,NA,1984,2014,1984,2014,1984,2014,2014,1,2007,2006,"NEFSC-SCUPNWATLC-1984-2014-SISIMP2016_2007","NEFSC-SCUPNWATLC-1984-2014-SISIMP2016_2006",142000,130000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,142000,130000,NA,NA,0.086,0.084,"F-1/yr","1/yr",NA,NA,NA,NA,0.086,0.084,NA,NA,NA,NA,0.22,"F40% as proxy",NA,NA,0.22,"F40%  ",NA,NA,87302,"SSB40%",NA,NA,NA,"Y",7,"Y"
"US East Coast","NEFSC-SDOGATLC-1962-2006-SOSEBEE","SDOGATLC","NMFS","NEFSC","1962-2006",1962,2006,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Spiny%20dogfish%20-%20Atlantic%20Coast&stockid=10701","Length based survey, swept area","Unknown","Unknown","USA","Atlantic Coast","USA-NMFS-ATLC","Spiny dogfish Atlantic Coast","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus acanthias","Squalus acanthias","Spiny dogfish",0,"Current","USA",21,"","0.092",NA,NA,NA,NA,1990,2005,1990,2005,1962,2005,2005,2,2005,2004,"NEFSC-SDOGATLC-1962-2006-SOSEBEE_2005","NEFSC-SDOGATLC-1962-2006-SOSEBEE_2004",106000,47700,"SSB-MT","MT",454000,338000,454000,338000,NA,NA,106000,47700,NA,NA,0.128,0.474,"F-1/yr","1/yr",0.0171,0.027,0.0171,0.027,0.128,0.474,NA,NA,NA,NA,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",9,"Y"
"US East Coast","NEFSC-SDOGATLC-1991-2015-SISIMP2016","SDOGATLC","NMFS","NEFSC","1991-2015",1991,2015,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Spiny%20dogfish%20-%20Atlantic%20Coast&stockid=10701","Area-swept survey biomass","Unknown","Unknown","USA","Atlantic Coast","USA-NMFS-ATLC","Spiny dogfish Atlantic Coast","Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus acanthias","Squalus acanthias","Spiny dogfish",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.092",NA,NA,NA,NA,1991,2015,1991,2015,1989,2014,2014,1,2005,2004,"NEFSC-SDOGATLC-1991-2015-SISIMP2016_2005","NEFSC-SDOGATLC-1991-2015-SISIMP2016_2004",47700,53600,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,47700,53600,NA,NA,0.474,0.168,"F-1/yr","1/yr",NA,NA,NA,NA,0.474,0.168,NA,NA,NA,NA,0.244,"length based model",NA,NA,0.244,"length based model",NA,NA,159288,"SSBmax",NA,NA,NA,"Y",9,"Y"
"US East Coast","NEFSC-SFLOUNMATLC-1940-2012-HIVELY","SFLOUNMATLC","NMFS","NEFSC","1940-2012",1940,2012,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Summer%20flounder%20-%20Mid-Atlantic%20Coast&stockid=10191","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Mid-Atlantic Coast","USA-NMFS-MATLC","Summer flounder Mid-Atlantic Coast","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys dentatus","Paralichthys dentatus","Summer flounder",0,"Current","USA",21,"NULL","0.25","NULL","",NA,NA,1982,2012,1982,2012,1940,2012,2012,2,2012,2011,"NEFSC-SFLOUNMATLC-1940-2012-HIVELY_2012","NEFSC-SFLOUNMATLC-1940-2012-HIVELY_2011",51200,51100,"SSB-MT","MT",NA,NA,NA,NA,117000000,118000000,51200,51100,NA,NA,0.285,0.359,"F-1/yr","1/yr",NA,NA,NA,NA,0.285,0.359,NA,NA,NA,NA,0.309,NA,NA,NA,NA,NA,NA,NA,62394,"",NA,NA,NA,"N",2,"Y"
"US East Coast","NEFSC-SFLOUNMATLC-1982-2014-SISIMP2016","SFLOUNMATLC","NMFS","NEFSC","1982-2014",1982,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Summer%20flounder%20-%20Mid-Atlantic%20Coast&stockid=10191","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Mid-Atlantic Coast","USA-NMFS-MATLC","Summer flounder Mid-Atlantic Coast","Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys dentatus","Paralichthys dentatus","Summer flounder",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.25",NA,NA,NA,NA,1982,2014,1982,2014,1982,2014,2014,1,2012,2011,"NEFSC-SFLOUNMATLC-1982-2014-SISIMP2016_2012","NEFSC-SFLOUNMATLC-1982-2014-SISIMP2016_2011",45300,45400,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,45300,45400,NA,NA,0.357,0.448,"F-1/yr","1/yr",NA,NA,NA,NA,0.357,0.448,NA,NA,NA,NA,0.309,"F35% as proxy",NA,NA,0.309,"F35%",NA,NA,62394,"SSB35%",NA,NA,NA,"N",2,"Y"
"US East Coast","NEFSC-WHAKEGBGOM-1962-2011-HIVELY","WHAKEGBGOM","NMFS","NEFSC","1962-2011",1962,2011,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=White%20hake%20-%20Gulf%20of%20Maine%20/%20Georges%20Bank&stockid=10518","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Gulf of Maine / Georges Bank","USA-NMFS-5YZ","White hake Gulf of Maine / Georges Bank","Actinopterygii","Gadiformes","Phycidae","Urophycis","Urophycis tenuis","Urophycis tenuis","White hake",0,"Current","USA",21,"NULL","0.2","NULL","",NA,NA,1963,2011,1963,2011,1962,2011,2011,2,2011,2010,"NEFSC-WHAKEGBGOM-1962-2011-HIVELY_2011","NEFSC-WHAKEGBGOM-1962-2011-HIVELY_2010",26900,21100,"SSB-MT","MT",31200,24600,31200,24600,NA,NA,26900,21100,NA,NA,0.13,0.11,"F-1/yr","1/yr",0.092948717948718,0.0735772357723577,NA,NA,0.13,0.11,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,32400,NA,NA,NA,NA,"N",3,"Y"
"US East Coast","NEFSC-WHAKEGBGOM-1963-2014-SISIMP2016","WHAKEGBGOM","NMFS","NEFSC","1963-2014",1963,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=White%20hake%20-%20Gulf%20of%20Maine%20/%20Georges%20Bank&stockid=10518","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Gulf of Maine / Georges Bank","USA-NMFS-5YZ","White hake Gulf of Maine / Georges Bank","Actinopterygii","Gadiformes","Phycidae","Urophycis","Urophycis tenuis","Urophycis tenuis","White hake",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.2",NA,NA,NA,NA,1963,2014,1963,2014,1963,2014,2014,1,2011,2010,"NEFSC-WHAKEGBGOM-1963-2014-SISIMP2016_2011","NEFSC-WHAKEGBGOM-1963-2014-SISIMP2016_2010",22800,18800,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,22800,18800,NA,NA,0.151,0.118,"F-1/yr","1/yr",NA,NA,NA,NA,0.151,0.118,NA,NA,NA,NA,0.188,"F40% as proxy",NA,NA,0.188,"",NA,NA,32550,"B40%",NA,NA,NA,"N",3,"Y"
"US East Coast","NEFSC-WINFLOUN5Z-1964-2011-HIVELY","WINFLOUN5Z","NMFS","NEFSC","1964-2011",1964,2011,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Winter%20flounder%20-%20Georges%20Bank&stockid=10029","VPA","ADAPT","A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.","USA","Georges Bank","USA-NMFS-5Z","Winter flounder Georges Bank","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Winter flounder",0,"Current","USA",21,"NULL","0.3",NA,NA,NA,NA,1982,2011,1982,2010,1964,2010,2010,2,2010,2009,"NEFSC-WINFLOUN5Z-1964-2011-HIVELY_2010","NEFSC-WINFLOUN5Z-1964-2011-HIVELY_2009",9700,7920,"SSB-MT","MT",NA,NA,NA,NA,43800000,32500000,9700,7920,NA,NA,0.154,0.23,"F-1/yr","1/yr",NA,NA,NA,NA,0.154,0.23,NA,NA,NA,NA,0.42,"",0.315,"Ftarget-1/yr",NA,NA,NA,NA,11800,"",11800,"SSBmsy-MT",NA,"N",4,"Y"
"US East Coast","NEFSC-WINFLOUN5Z-1982-2014-SISIMP2016","WINFLOUN5Z","NMFS","NEFSC","1982-2014",1982,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Winter%20flounder%20-%20Georges%20Bank&stockid=10029","VPA","ADAPT","A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.","USA","Georges Bank","USA-NMFS-5Z","Winter flounder Georges Bank","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pseudopleuronectes","Pseudopleuronectes americanus","Pseudopleuronectes americanus","Winter flounder",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.3",NA,NA,NA,NA,1982,2014,1982,2014,1982,2014,2014,1,2010,2009,"NEFSC-WINFLOUN5Z-1982-2014-SISIMP2016_2010","NEFSC-WINFLOUN5Z-1982-2014-SISIMP2016_2009",5000,4280,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,5000,4280,NA,NA,0.365,0.459,"F-1/yr","1/yr",NA,NA,NA,NA,0.365,0.459,NA,NA,NA,NA,0.536,"Direct estimate",NA,NA,0.536,"Fmsy",NA,NA,6700,"direct estimate",NA,NA,NA,"N",4,"Y"
"US East Coast","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY","WITFLOUN5Y","NMFS","NEFSC","1982-2008",1982,2008,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Witch%20flounder%20-%20Northwestern%20Atlantic%20Coast&stockid=10014","VPA","VPA","Virtual Population Analysis","USA","Gulf of Maine","USA-NMFS-5Y","Witch flounder Gulf of Maine","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",0,"Current","USA",21,"","0.15","NULL","",NA,NA,1982,2007,1982,2007,1982,2007,2007,2,2007,2006,"NEFSC-WITFLOUN5Y-1982-2008-WIGLEY_2007","NEFSC-WITFLOUN5Y-1982-2008-WIGLEY_2006",3430,3700,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,3430,3700,NA,NA,0.29,0.47,"F-1/yr","1/yr",0.148,0.229,0.148,0.229,0.29,0.47,NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA,11447,"Used as a proxy for Fmsy for this stock.",NA,NA,NA,"Y",7,"Y"
"US East Coast","NEFSC-WITFLOUN5Y-1982-2014-SISIMP2016","WITFLOUN5Y","NMFS","NEFSC","1982-2014",1982,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Witch%20flounder%20-%20Northwestern%20Atlantic%20Coast&stockid=10014","VPA","VPA","Virtual Population Analysis","USA","Gulf of Maine","USA-NMFS-5Y","Witch flounder Gulf of Maine","Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.15",NA,NA,NA,NA,1982,2014,1982,2014,1982,2014,2014,1,2007,2006,"NEFSC-WITFLOUN5Y-1982-2014-SISIMP2016_2007","NEFSC-WITFLOUN5Y-1982-2014-SISIMP2016_2006",2400,2590,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,2400,2590,NA,NA,0.568,0.899,"F-1/yr","1/yr",NA,NA,NA,NA,0.568,0.899,NA,NA,NA,NA,0.279,"F40% as proxy",NA,NA,0.279,"F40%  ",NA,NA,9473,"SSB/R(F40",NA,NA,NA,"Y",7,"Y"
"US East Coast","NEFSC-YELLCCODGOM-1935-2008-LEGAULT","YELLCCODGOM","NMFS","NEFSC","1935-2008",1935,2008,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Witch%20flounder%20-%20Northwestern%20Atlantic%20Coast&stockid=10014","VPA","VPA","Virtual Population Analysis","USA","Cape Cod / Gulf of Maine","USA-NMFS-CCOD5Y","Yellowtail flounder Cape Cod / Gulf of Maine","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda ferruginea","Limanda ferruginea","Yellowtail flounder",0,"Current","USA",21,"","0.2",NA,NA,NA,NA,1985,2007,1985,2007,1935,2007,2007,2,2007,2006,"NEFSC-YELLCCODGOM-1935-2008-LEGAULT_2007","NEFSC-YELLCCODGOM-1935-2008-LEGAULT_2006",1920,1080,"SSB-MT","MT",NA,NA,NA,NA,16900000,17900000,1920,1080,NA,NA,0.414,1.01,"F-1/yr","1/yr",0.142,0.25,0.142,0.25,0.414,1.01,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,7790,"Used as a proxy for Fmsy for this stock.",NA,NA,NA,"Y",7,"Y"
"US East Coast","NEFSC-YELLCCODGOM-1985-2014-SISIMP2016","YELLCCODGOM","NMFS","NEFSC","1985-2014",1985,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Witch%20flounder%20-%20Northwestern%20Atlantic%20Coast&stockid=10014","VPA","VPA","Virtual Population Analysis","USA","Cape Cod / Gulf of Maine","USA-NMFS-CCOD5Y","Yellowtail flounder Cape Cod / Gulf of Maine","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda ferruginea","Limanda ferruginea","Yellowtail flounder",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.2",NA,NA,NA,NA,1985,2014,1985,2014,1985,2014,2014,1,2007,2006,"NEFSC-YELLCCODGOM-1985-2014-SISIMP2016_2007","NEFSC-YELLCCODGOM-1985-2014-SISIMP2016_2006",788,667,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,788,667,NA,NA,1.06,1.48,"F-1/yr","1/yr",NA,NA,NA,NA,1.06,1.48,NA,NA,NA,NA,0.279,"F40% as proxy",NA,NA,0.279,"F40%  ",NA,NA,5259,"SSB/R(F40MS",NA,NA,NA,"Y",7,"Y"
"US East Coast","NEFSC-YELLSNEMATL-1935-2011-HIVELY","YELLSNEMATL","NMFS","NEFSC","1935-2011",1935,2011,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Yellowtail%20flounder%20-%20Southern%20New%20England%20/%20Mid-Atlantic&stockid=10034","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Southern New England /Mid Atlantic","USA-NMFS-SNEMATL","Yellowtail flounder Southern New England /Mid Atlantic","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda ferruginea","Limanda ferruginea","Yellowtail flounder",0,"Current","USA",21,"NULL","0.3","NULL","",NA,NA,1973,2011,1973,2011,1935,2011,2011,2,2011,2010,"NEFSC-YELLSNEMATL-1935-2011-HIVELY_2011","NEFSC-YELLSNEMATL-1935-2011-HIVELY_2010",3870,3320,"SSB-MT","MT",5310,4260,5310,4260,NA,NA,3870,3320,NA,NA,0.121,0.112,"F-1/yr","1/yr",0.0734463276836158,0.0683098591549296,NA,NA,0.121,0.112,NA,NA,NA,NA,0.316,NA,NA,NA,NA,NA,NA,NA,2995,NA,NA,NA,NA,"N",3,"Y"
"US East Coast","NEFSC-YELLSNEMATL-1973-2014-SISIMP2016","YELLSNEMATL","NMFS","NEFSC","1973-2014",1973,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Yellowtail%20flounder%20-%20Southern%20New%20England%20/%20Mid-Atlantic&stockid=10034","Statistical catch at age model","ASAP","Age Structured Assessment Program","USA","Southern New England /Mid Atlantic","USA-NMFS-SNEMATL","Yellowtail flounder Southern New England /Mid Atlantic","Actinopterygii","Pleuronectiformes","Pleuronectidae","Limanda","Limanda ferruginea","Limanda ferruginea","Yellowtail flounder",999,"Current","USA",21,"Imported from SIS data dump received 2016","0.3",NA,NA,NA,NA,1973,2014,1973,2014,1973,2014,2014,1,2011,2010,"NEFSC-YELLSNEMATL-1973-2014-SISIMP2016_2011","NEFSC-YELLSNEMATL-1973-2014-SISIMP2016_2010",1370,1340,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,1370,1340,NA,NA,0.408,0.296,"F-1/yr","1/yr",NA,NA,NA,NA,0.408,0.296,NA,NA,NA,NA,0.349,"F40% as proxy",NA,NA,0.349,"F40%  ",NA,NA,1959,"projection at F40%",NA,NA,NA,"N",3,"Y"
"US Southeast and Gulf","SEFSC-BRNSHRIMPGM-1984-2011-HIVELY","BRNSHRIMPGM","NMFS","SEFSC","1984-2011",1984,2011,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Brown%20shrimp%20-%20Gulf%20of%20Mexico&stockid=10079","Integrated Analysis","SS3","Stock Synthesis v3.0 model","USA","Gulf of Mexico","USA-NMFS-GM","Brown shrimp Gulf of Mexico","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus aztecus","Farfantepenaeus aztecus","Brown shrimp",0,"Current","USA",31,"NULL","3.24",NA,NA,NA,NA,1984,2011,1984,2011,1984,2011,2011,2,2011,2010,"SEFSC-BRNSHRIMPGM-1984-2011-HIVELY_2011","SEFSC-BRNSHRIMPGM-1984-2011-HIVELY_2010",60800,55500,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,60800,55500,NA,NA,0.625,0.513,"F-1/yr","1/yr",0.147,0.271,0.147,0.271,0.625,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3,"Y"
"US Southeast and Gulf","SEFSC-BRNSHRIMPGM-1984-2014-SISIMP2016","BRNSHRIMPGM","NMFS","SEFSC","1984-2014",1984,2014,"https://www.st.nmfs.noaa.gov/stocksmart?stockname=Brown%20shrimp%20-%20Gulf%20of%20Mexico&stockid=10079","Integrated Analysis","SS3","Stock Synthesis v3.0 model","USA","Gulf of Mexico","USA-NMFS-GM","Brown shrimp Gulf of Mexico","Malacostraca","Decapoda","Penaeidae","Farfantepenaeus","Farfantepenaeus aztecus","Farfantepenaeus aztecus","Brown shrimp",999,"Current","USA",31,"Imported from SIS data dump received 2016","3.24",NA,NA,NA,NA,1984,2014,1984,2014,1984,2014,2014,1,2011,2010,"SEFSC-BRNSHRIMPGM-1984-2014-SISIMP2016_2011","SEFSC-BRNSHRIMPGM-1984-2014-SISIMP2016_2010",53500,58000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,53500,58000,NA,NA,0.62,0.464,"F-1/yr","1/yr",NA,NA,NA,NA,0.62,0.464,NA,NA,NA,NA,9.12,"Direct estimate",NA,NA,NA,NA,NA,NA,2766.91364,"Direct Estimate",NA,NA,NA,"N",3,"Y"
