"assessid","stockid","country","region","assesssource","method","methodlong","M","M_notes","ty","B_ty","B_type","B_unit","TBbest_ty","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1"
"NWWG-HERRIsum-1984-2011-NEUBAUER","HERRIsum","multinational","Europe (non-EU)","http://www.ices.dk/reports/ACOM/2011/NWWG/Sec%2011%20Icelandic%20summer%20spawning%20herring.pdf","VPA","VPA/ADPAT version 2.3.2 NOAA Fisheries","0.1","Considered constant, except for 2009 & 2010 where Ichthyophonus infections induced high mortality",2010,386000,"SSB-MT","MT",601000,601000,797000,NA,NA,386000,542000,NA,NA,0.13,0.08
"NWWG-HERRIsum-1984-2013-ICESIMP2016","HERRIsum","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-vasu.pdf","Unknown","Unknown",NA,NA,2010,400000,"SSB-MT","MT",661000,661000,861000,NA,NA,400000,573000,NA,NA,0.114,0.075
"NWWG-HERRIsum-1984-2014-ICESIMP2016","HERRIsum","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-vasu.pdf","Unknown","Unknown",NA,NA,2010,452000,"SSB-MT","MT",734000,734000,970000,NA,NA,452000,648000,NA,NA,0.0998,0.0664
"NWWG-HERRIsum-1984-2016-ICESIMP2018","HERRIsum","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-vasu.pdf","Unknown","Unknown",NA,NA,2010,467000,"SSB-MT","MT",NA,NA,NA,NA,NA,467000,669000,NA,NA,0.096,0.065
"NWWG-HERRIsum-1984-2017-ICESIMP2018","HERRIsum","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.5a.pdf","Unknown","Unknown",NA,NA,2010,459000,"SSB-MT","MT",NA,NA,NA,NA,NA,459000,497000,NA,NA,0.0983,0.0876
"NWWG-HERRIsum-1984-2018-ICESIMP2018","HERRIsum","multinational","Europe (non-EU)","","Unknown","Unknown",NA,NA,2010,455000,"SSB-MT","MT",NA,NA,NA,NA,NA,455000,492000,NA,NA,0.0999,0.0878
"NWWG-HERRIsum-1987-2015-ICESIMP2016","HERRIsum","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-vasu.pdf","Unknown","Unknown",NA,NA,2010,453000,"SSB-MT","MT",745000,745000,969000,NA,NA,453000,642000,NA,NA,0.0999,0.0684
"HAWG-HERRNIRS-1960-2010-NEUBAUER","HERRNIRS","multinational","Europe (EU)","http://www.ices.dk/reports/ACOM/2011/HAWG/Sec%2007%20Herring%20in%20Division%20VIIa%20North%20(Irish%20Sea).pdf","Statistical catch at age model","Integrated Catch-at-age Analysis",NA,NA,2010,31400,"TBbest-MT","MT",31400,31400,28800,NA,NA,13100,11200,NA,NA,0.156,0.16
"HAWG-HERRNIRS-1960-2013-ICESIMP2016","HERRNIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-nirs.pdf","Unknown","Unknown",NA,NA,2010,29300,"TBbest-MT","MT",29300,29300,27800,NA,NA,20300,18000,NA,NA,0.166894197952218,0.165107913669065
"HAWG-HERRNIRS-1960-2014-ICESIMP2016","HERRNIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-nirs.pdf","Unknown","Unknown",NA,NA,2010,46400,"TBbest-MT","MT",46400,46400,45100,NA,NA,19400,17400,NA,NA,0.105387931034483,0.101773835920177
"HAWG-HERRNIRS-1960-2015-ICESIMP2016","HERRNIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-nirs.pdf","Unknown","Unknown",NA,NA,2010,46800,"TBbest-MT","MT",46800,46800,45500,NA,NA,19400,17500,NA,NA,0.104487179487179,0.100879120879121
"HAWG-HERRNIRS-1960-2016-ICESIMP2016","HERRNIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-nirs.pdf","Unknown","Unknown",NA,NA,2010,42400,"TBbest-MT","MT",42400,42400,42500,NA,NA,17700,16400,NA,NA,0.115330188679245,0.108
"HAWG-HERRNIRS-1979-2017-ICESIMP2018","HERRNIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.nirs.pdf","Unknown","Unknown",NA,NA,2010,58100,"TBbest-MT","MT",58100,58100,54700,NA,NA,24100,22100,NA,NA,0.0841652323580034,0.0839122486288848
"HAWG-HERRNIRS-1979-2018-ICESIMP2018","HERRNIRS","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2010,61500,"TBbest-MT","MT",61500,61500,58600,NA,NA,25600,23700,NA,NA,0.0795121951219512,0.0783276450511945
"WGWIDE-HERRNORSS-1950-2014-ICESIMP2016","HERRNORSS","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-noss.pdf","Unknown","Unknown",NA,NA,2012,6300000,"TBbest-MT","MT",6300000,6300000,7180000,NA,NA,5470000,6300000,NA,NA,0.131111111111111,0.138300835654596
"WGWIDE-HERRNORSS-1986-2016-ICESIMP2018","HERRNORSS","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-noss.pdf","Unknown","Unknown",NA,NA,2012,7490000,"TBbest-MT","MT",7490000,7490000,8050000,NA,NA,5870000,6070000,NA,NA,0.110280373831776,0.123354037267081
"WGWIDE-HERRNORSS-1986-2017-ICESIMP2018","HERRNORSS","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.1-24a514a.pdf","Unknown","Unknown",NA,NA,2012,6770000,"TBbest-MT","MT",6770000,6770000,7390000,NA,NA,5420000,5640000,NA,NA,0.122008862629247,0.134370771312585
"WGWIDE-HERRNORSS-1988-2013-ICESIMP2016","HERRNORSS","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-noss.pdf","Unknown","Unknown",NA,NA,2012,6540000,"TBbest-MT","MT",6540000,6540000,7520000,NA,NA,5830000,6730000,NA,NA,0.126299694189602,0.132047872340426
"WGWIDE-HERRNORSS-1988-2015-ICESIMP2016","HERRNORSS","multinational","Europe (non-EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-noss.pdf","Unknown","Unknown",NA,NA,2012,6700000,"TBbest-MT","MT",6700000,6700000,7480000,NA,NA,5630000,6390000,NA,NA,0.123283582089552,0.132754010695187
"HAWG-HERRNS-IIIa-VIId-1947-2013-ICESIMP2016","HERRNS-IIIa-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-47d3.pdf","Unknown","Unknown",NA,NA,2010,3930000,"TBbest-MT","MT",3930000,3930000,3420000,NA,NA,1860000,1830000,NA,NA,0.0493638676844784,0.0538011695906433
"HAWG-HERRNS-IIIa-VIId-1947-2014-ICESIMP2016","HERRNS-IIIa-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-47d3.pdf","Unknown","Unknown",NA,NA,2010,4080000,"TBbest-MT","MT",4080000,4080000,3530000,NA,NA,1940000,1890000,NA,NA,0.046078431372549,0.0475920679886686
"HAWG-HERRNS-IIIa-VIId-1947-2015-ICESIMP2016","HERRNS-IIIa-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-47d3.pdf","Unknown","Unknown",NA,NA,2010,4160000,"TBbest-MT","MT",4160000,4160000,3590000,NA,NA,1970000,1910000,NA,NA,0.0451923076923077,0.0467966573816156
"HAWG-HERRNS-IIIa-VIId-1947-2016-ICESIMP2016","HERRNS-IIIa-VIId","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-47d3.pdf","Unknown","Unknown",NA,NA,2010,3610000,"TBbest-MT","MT",3610000,3610000,3110000,NA,NA,1740000,1680000,NA,NA,0.0520775623268698,0.0540192926045016
"HAWG-HERRNS-IIIa-VIId-1947-2017-ICESIMP2018","HERRNS-IIIa-VIId","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2010,3670000,"TBbest-MT","MT",3670000,3670000,3170000,NA,NA,1790000,1710000,NA,NA,0.0512261580381471,0.0529968454258675
"HAWG-HERRNS-IIIa-VIId-1947-2018-ICESIMP2018","HERRNS-IIIa-VIId","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2010,4420000,"TBbest-MT","MT",4420000,4420000,3640000,NA,NA,2020000,1910000,NA,NA,0.0425339366515837,0.0461538461538462
"HAWG-HERRNS-IIIa-VIId-1960-2011-NEUBAUER","HERRNS-IIIa-VIId","multinational","Europe (EU)","http://www.ices.dk/reports/ACOM/2011/HAWG/Sec%2002%20North%20Sea%20Herring.pdf","Statistical catch at age model","Integrated Catch-at-age Analysis",NA,NA,2010,2860000,"TBbest-MT","MT",2860000,2860000,2610000,NA,NA,1300000,1440000,NA,NA,0.0656,0.0645
"NEFSC-HERRNWATLC-1964-2011-HIVELY","HERRNWATLC","USA","US East Coast","http://www.nefsc.noaa.gov/nefsc/publications/crd/","Statistical catch at age model","Age Structured Assessment Program",NA,NA,2011,518000,"SSB-MT","MT",1320000,1320000,1520000,NA,NA,518000,313000,NA,NA,0.138,0.176
"NEFSC-HERRNWATLC-1965-2014-SISIMP2016","HERRNWATLC","USA","US East Coast","","Statistical catch at age model","Age Structured Assessment Program",NA,NA,2011,565000,"SSB-MT","MT",NA,NA,NA,NA,NA,565000,348000,NA,NA,0.13,0.16
"DFO-HERRPRD-1951-2015-WATSON","HERRPRD","Canada","Canada West Coast","http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf","Statistical catch at age model","Statistical catch-at-age model",NA,NA,2007,16300,"SSB-MT","MT",33200,33200,41300,NA,NA,16300,14600,NA,NA,0.0291867469879518,0.0634382566585956
"DFO-PAC-HERRPRD-1951-2007-COLLIE","HERRPRD","Canada","Canada West Coast","received from contact","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model",NA,NA,2007,16800,"SSB-MT","MT",17800,17800,18300,NA,NA,16800,15700,NA,NA,0.0544,0.143
"DFO-HERRQCI-1951-2015-WATSON","HERRQCI","Canada","Canada West Coast","http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf","Statistical catch at age model","Statistical catch-at-age model",NA,NA,2007,5650,"SSB-MT","MT",17700,17700,22900,NA,NA,5650,4450,NA,NA,0,0
"DFO-PAC-HERRQCI-1951-2007-COLLIE","HERRQCI","Canada","Canada West Coast","received from contact","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model",NA,NA,2007,9150,"SSB-MT","MT",9150,9150,4130,NA,NA,9150,4130,NA,NA,0,0
"WGBFAS-HERRRIGA-1976-2011-NEUBAUER","HERRRIGA","multinational","Europe (EU)","http://www.ices.dk/reports/ACOM/2011/WGBFAS/Sec%2006.4%20Herring%20in%20Subdivision%2030.pdf","VPA","Extended Survivor Analysis","0.2","except for the period 1979-1983 when a value of M=0.25 is used.",2010,119000,"TBbest-MT","MT",119000,119000,124000,NA,NA,76800,85300,NA,NA,0.253,0.262
"WGBFAS-HERRRIGA-1976-2013-ICESIMP2016","HERRRIGA","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/her-riga_201304142205.pdf","Unknown","Unknown",NA,NA,2010,134000,"TBbest-MT","MT",134000,134000,143000,NA,NA,94000,99300,NA,NA,0.225373134328358,0.227972027972028
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-riga.pdf","Unknown","Unknown",NA,NA,2010,134000,"TBbest-MT","MT",134000,134000,144000,NA,NA,94400,101000,NA,NA,0.225373134328358,0.226388888888889
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-riga.pdf","Unknown","Unknown",NA,NA,2010,132000,"TBbest-MT","MT",132000,132000,142000,NA,NA,93100,100000,NA,NA,0.228787878787879,0.229577464788732
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-riga.pdf","Unknown","Unknown",NA,NA,2010,138000,"TBbest-MT","MT",138000,138000,148000,NA,NA,97200,104000,NA,NA,0.218840579710145,0.22027027027027
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.28.pdf","Unknown","Unknown",NA,NA,2010,138000,"TBbest-MT","MT",138000,138000,148000,NA,NA,97900,104000,NA,NA,0.218840579710145,0.22027027027027
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2010,140000,"TBbest-MT","MT",140000,140000,150000,NA,NA,99500,106000,NA,NA,0.215714285714286,0.217333333333333
"HAWG-HERRSIRS-1957-2010-NEUBAUER","HERRSIRS","multinational","Europe (EU)","http://www.ices.dk/reports/ACOM/2011/HAWG/Annex%2005%20Stock%20Annex%20Herring%20in%20the%20Celtic%20Sea%20and%20VIIj.pdf","Statistical catch at age model","Integrated Catch-at-age Analysis",NA,NA,2010,114000,"SSB-MT","MT",168000,168000,191000,NA,NA,114000,106000,NA,NA,0.0845,0.0652
"HAWG-HERRSIRS-1957-2012-ICESIMP2016","HERRSIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-irls.pdf","Unknown","Unknown",NA,NA,2010,84300,"SSB-MT","MT",135000,135000,128000,NA,NA,84300,69100,NA,NA,0.134,0.104
"HAWG-HERRSIRS-1957-2013-ICESIMP2016","HERRSIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-irls.pdf","Unknown","Unknown",NA,NA,2010,113000,"SSB-MT","MT",187000,187000,163000,NA,NA,113000,87800,NA,NA,0.104,0.0828
"HAWG-HERRSIRS-1957-2014-ICESIMP2016","HERRSIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-irls.pdf","Unknown","Unknown",NA,NA,2010,74300,"SSB-MT","MT",NA,NA,NA,NA,NA,74300,61500,NA,NA,0.164,0.122
"HAWG-HERRSIRS-1957-2015-ICESIMP2016","HERRSIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-irls.pdf","Unknown","Unknown",NA,NA,2010,127000,"SSB-MT","MT",NA,NA,NA,NA,NA,127000,109000,NA,NA,0.083,0.068
"HAWG-HERRSIRS-1957-2016-ICESIMP2016","HERRSIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-irls.pdf","Unknown","Unknown",NA,NA,2010,142000,"SSB-MT","MT",228000,228000,214000,NA,NA,142000,122000,NA,NA,0.074,0.061
"HAWG-HERRSIRS-1957-2017-ICESIMP2018","HERRSIRS","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/her.27.irls.pdf","Unknown","Unknown",NA,NA,2010,124000,"SSB-MT","MT",199000,199000,189000,NA,NA,124000,108000,NA,NA,0.0848,0.0682
"HAWG-HERRSIRS-1957-2018-ICESIMP2018","HERRSIRS","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2010,125000,"SSB-MT","MT",195000,195000,196000,NA,NA,125000,116000,NA,NA,0.0815,0.0617
"DFO-HERRSOG-1951-2015-WATSON","HERRSOG","Canada","Canada West Coast","http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf","Statistical catch at age model","Statistical catch-at-age model",NA,NA,2007,58400,"SSB-MT","MT",163000,163000,219000,NA,NA,58400,56800,NA,NA,0.0625766871165644,0.0858447488584475
"DFO-PAC-HERRSOG-1951-2007-COLLIE","HERRSOG","Canada","Canada West Coast","received from contact","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model",NA,NA,2007,65700,"SSB-MT","MT",75500,75500,90400,NA,NA,65700,72400,NA,NA,0.13,0.199
"HAWG-HERRVIa-1956-2010-NEUBAUER","HERRVIa","multinational","Europe (EU)","http://www.ices.dk/reports/ACOM/2011/HAWG/Sec%2005%20Herring%20in%20Division%20VIa%20(North).pdf","Statistical catch at age model","Integrated Catch-at-age Analysis",NA,NA,2010,775000,"TBbest-MT","MT",775000,775000,166000,NA,NA,61600,74800,NA,NA,0.0256,0.112
"HAWG-HERRVIa-1956-2013-ICESIMP2016","HERRVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-vian.pdf","Unknown","Unknown",NA,NA,2010,168000,"TBbest-MT","MT",168000,168000,164000,NA,NA,64000,85300,NA,NA,0.118452380952381,0.11280487804878
"HAWG-HERRVIa-1956-2014-ICESIMP2016","HERRVIa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/her-vian.pdf","Unknown","Unknown",NA,NA,2010,164000,"TBbest-MT","MT",164000,164000,158000,NA,NA,60200,83500,NA,NA,0.121341463414634,0.117088607594937
"HAWG-HERRVIaVIIbc-1956-2010-NEUBAUER","HERRVIaVIIbc","multinational","Europe (EU)","http://www.ices.dk/reports/ACOM/2011/HAWG/Sec%2006%20Herring%20in%20Division%20VIa%20(South)%20and%20VIIb,c.pdf","VPA","Virtual Population Analysis",NA,NA,2010,23500,"SSB-MT","MT",NA,NA,NA,NA,NA,23500,25000,NA,NA,0.189,0.182
"HAWG-HERRVIaVIIbc-1956-2013-ICESIMP2016","HERRVIaVIIbc","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/her-irlw.pdf","Unknown","Unknown",NA,NA,2010,20700,"SSB-MT","MT",74000,74000,51400,NA,NA,20700,24200,NA,NA,0.137837837837838,0.204280155642023
"HAWG-HERRVIaVIIbc-1956-2015-ICESIMP2016","HERRVIaVIIbc","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/her-67bc.pdf","Unknown","Unknown",NA,NA,2010,373000,"SSB-MT","MT",694000,694000,684000,NA,NA,373000,416000,NA,NA,0.043371757925072,0.0423976608187134
"HAWG-HERRVIaVIIbc-1956-2016-ICESIMP2016","HERRVIaVIIbc","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/her-67bc.pdf","Unknown","Unknown",NA,NA,2010,402000,"SSB-MT","MT",754000,754000,728000,NA,NA,402000,438000,NA,NA,0.039920424403183,0.0398351648351648
"HAWG-HERRVIaVIIbc-1956-2017-ICESIMP2018","HERRVIaVIIbc","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2010,380000,"SSB-MT","MT",699000,699000,693000,NA,NA,380000,420000,NA,NA,0.0416309012875536,0.0438672438672439
"HAWG-HERRVIaVIIbc-1956-2018-ICESIMP2018","HERRVIaVIIbc","multinational","Europe (EU)","","Unknown","Unknown",NA,NA,2010,341000,"SSB-MT","MT",631000,631000,637000,NA,NA,341000,383000,NA,NA,0.04770206022187,0.0455259026687598
"DFO-HERRWCVANI-1951-2015-WATSON","HERRWCVANI","Canada","Canada West Coast","http://www.dfo-mpo.gc.ca/csas-sccs/publications/scr-rs/2015/2015_038-eng.pdf","Statistical catch at age model","Statistical catch-at-age model",NA,NA,2007,4300,"SSB-MT","MT",19600,19600,28700,NA,NA,4300,4640,NA,NA,0,0
"DFO-PAC-HERRWCVANI-1951-2007-COLLIE","HERRWCVANI","Canada","Canada West Coast","received from contact","Statistical catch at age model","an AD-Model builder statistical Catch at Age Model",NA,NA,2007,2140,"SSB-MT","MT",2140,2140,2770,NA,NA,2140,2770,NA,NA,0,0
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2013-ICESIMP2016","HMACKIIa-IVa-Vb-VIa-VII-VIII","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/hom-west.pdf","Unknown","Unknown",NA,NA,2012,1270000,"TBbest-MT","MT",1270000,1270000,1550000,NA,NA,1060000,1260000,NA,NA,0.136220472440945,0.129032258064516
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2014-ICESIMP2016","HMACKIIa-IVa-Vb-VIa-VII-VIII","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/hom-west.pdf","Unknown","Unknown",NA,NA,2012,1190000,"TBbest-MT","MT",1190000,1190000,1450000,NA,NA,955000,1100000,NA,NA,0.142857142857143,0.137931034482759
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2015-ICESIMP2016","HMACKIIa-IVa-Vb-VIa-VII-VIII","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/hom-west.pdf","Unknown","Unknown",NA,NA,2012,1240000,"TBbest-MT","MT",1240000,1240000,1500000,NA,NA,957000,1060000,NA,NA,0.139516129032258,0.133333333333333
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2016-ICESIMP2018","HMACKIIa-IVa-Vb-VIa-VII-VIII","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/hom-west.pdf","Unknown","Unknown",NA,NA,2012,1030000,"TBbest-MT","MT",1030000,1030000,1260000,NA,NA,763000,849000,NA,NA,0.167961165048544,0.158730158730159
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2017-ICESIMP2018","HMACKIIa-IVa-Vb-VIa-VII-VIII","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hom.27.2a4a5b6a7a-ce-k8.pdf","Unknown","Unknown",NA,NA,2012,1320000,"TBbest-MT","MT",1320000,1320000,1460000,NA,NA,1170000,1220000,NA,NA,0.128787878787879,0.132876712328767
"WGHANSA-HMACKIXa-1992-2013-ICESIMP2016","HMACKIXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/hom-soth.pdf","Unknown","Unknown",NA,NA,2012,222000,"SSB-MT","MT",NA,NA,NA,NA,NA,222000,230000,NA,NA,0.07,0.08
"WGHANSA-HMACKIXa-1992-2014-ICESIMP2016","HMACKIXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/hom-soth.pdf","Unknown","Unknown",NA,NA,2012,311000,"SSB-MT","MT",NA,NA,NA,NA,NA,311000,307000,NA,NA,0.0489,0.0505
"WGHANSA-HMACKIXa-1992-2015-ICESIMP2016","HMACKIXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/hom-soth.pdf","Unknown","Unknown",NA,NA,2012,345000,"SSB-MT","MT",NA,NA,NA,NA,NA,345000,343000,NA,NA,0.0485,0.0479
"WGHANSA-HMACKIXa-1992-2016-ICESIMP2016","HMACKIXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/hom-soth.pdf","Unknown","Unknown",NA,NA,2012,394000,"SSB-MT","MT",NA,NA,NA,NA,NA,394000,371000,NA,NA,0.0433,0.043
"WGHANSA-HMACKIXa-1992-2017-ICESIMP2018","HMACKIXa","multinational","Europe (EU)","http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hom.27.9a.pdf","Unknown","Unknown",NA,NA,2012,350000,"SSB-MT","MT",NA,NA,NA,NA,NA,350000,331000,NA,NA,0.0483,0.0479
"NIWA-HOKIENZ-1970-2012-CORDUE","HOKIENZ","New Zealand","New Zealand","http://fs.fish.govt.nz/Page.aspx?pk=61&tk=212","Integrated Analysis","CASAL","0.29","mean male and female for ages 3-12 incl.",2012,212000,"SSB-MT","MT",NA,NA,NA,NA,NA,212000,194000,NA,NA,0.0889,0.0876
"NIWA-HOKIENZ-1970-2015-FU","HOKIENZ","New Zealand","New Zealand","http://fs.fish.govt.nz/Doc/24005/FAR-2016-01-hoki-assessment-2015.pdf.ashx","Integrated Analysis","CASAL","0.29","mean male and female for ages 3-12 incl.",2012,254000,"SSB-MT","MT",NA,NA,NA,NA,NA,254000,230000,NA,NA,0.087,0.087
"NIWA-HOKIWNZ-1970-2012-CORDUE","HOKIWNZ","New Zealand","New Zealand","http://fs.fish.govt.nz/Page.aspx?pk=61&tk=212","Integrated Analysis","CASAL","0.29","mean of male and females ages 3-12 incl.",2012,270000,"SSB-MT","MT",NA,NA,NA,NA,NA,270000,262000,NA,NA,0.14,0.133
"NIWA-HOKIWNZ-1970-2015-FU","HOKIWNZ","New Zealand","New Zealand","http://fs.fish.govt.nz/Doc/24005/FAR-2016-01-hoki-assessment-2015.pdf.ashx","Integrated Analysis","CASAL","0.29","mean male and female for ages 3-12 incl.",2012,329000,"SSB-MT","MT",NA,NA,NA,NA,NA,329000,316000,NA,NA,0.118,0.11
