assessid,stockid,country,region,assesssource,method,methodlong,M,M_notes,ty,B_ty,B_type,B_unit,F_ty,F_type,F_unit,ERmsybest,ERmsybest_notes,Fmsy,Fmsy_notes,TBmsybest,TBmsybest_notes,SSBmsy,SSBmsy_notes,FECmsy,FECmsy_notes,OFL_pdf,OFL_pdf_notes,F_ABC,F_ABC_notes,ABC_pdf,ABC_pdf_notes,if_B_match,comments
WGCSE-CODVIIek-1970-2013-ICESIMP2016,CODVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/cod-7e-k.pdf,VPA (XSA),Extended Survivor Analysis,0.2,"Actually, mortality-at-age rather than M=0.2 ",2011,21900,TBbest-MT,MT,0.331506849,ERbest-ratio,ratio,NA,NA,0.4,Fmsy,NA,NA,10300,Bpa,,,,,,,,,,
WGCSE-CODVIIek-1970-2014-ICESIMP2016,CODVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/cod-7e-k.pdf,VPA (XSA),Extended Survivor Analysis,0.2,"Actually, mortality-at-age rather than M=0.2 ",2011,20100,TBbest-MT,MT,0.36119403,ERbest-ratio,ratio,NA,NA,0.4,Fmsy,NA,NA,10300,Bpa,,,,,,,,,,
WGCSE-CODVIIek-1970-2015-ICESIMP2016,CODVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/cod-7e-k.pdf,VPA (XSA),Extended Survivor Analysis,0.2,"Actually, mortality-at-age rather than M=0.2 ",2011,18000,TBbest-MT,MT,0.442222222,ERbest-ratio,ratio,NA,NA,0.32,Fmsy,NA,NA,10300,Bpa,,,,,,,,,,
WGCSE-CODVIIek-1970-2016-ICESIMP2016,CODVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/cod-7e-k.pdf,VPA (XSA),Extended Survivor Analysis,0.2,"Actually, mortality-at-age rather than M=0.2 ",2011,17200,TBbest-MT,MT,0.462790698,ERbest-ratio,ratio,NA,NA,0.35,Fmsy,NA,NA,10300,Bpa,,,,,,,,,,
WGCSE-CODVIIek-1970-2017-ICESIMP2018,CODVIIek,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/cod.27.7e-k.pdf,VPA (XSA),Extended Survivor Analysis,0.2,"Actually, mortality-at-age rather than M=0.2 ",2011,17100,TBbest-MT,MT,0.465497076,ERbest-ratio,ratio,NA,NA,0.35,Fmsy,NA,NA,10300,Bpa,,,,,,,,,,
WGDEEP-CUSKVa-XIV-1977-2014-ICESIMP2016,CUSKVa-XIV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/usk-icel.pdf,Analytical length-based assessment (Gadget model) ,Analytical length-based assessment (Gadget model) ,0.15,NA,2013,25500,TBbest-MT,MT,0.245490196,ERbest-ratio,ratio,NA,NA,0.2,Fmsy,NA,NA,NA,NA,,,,,,,,,,
WGDEEP-CUSKVa-XIV-1979-2017-ICESIMP2018,CUSKVa-XIV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/usk.27.5a14.pdf,Analytical length-based assessment (Gadget model) ,Analytical length-based assessment (Gadget model) ,0.15,NA,2013,33800,TBbest-MT,MT,0.184,ERbest-ratio,ratio,NA,NA,0.226,Fmsy,NA,NA,6240,Bpa,,,,,,,,,,
WGDEEP-CUSKVa-XIV-1979-2018-ICESIMP2018,CUSKVa-XIV,multinational,Europe (EU),,Analytical length-based assessment (Gadget model) ,Analytical length-based assessment (Gadget model) ,0.15,NA,2013,36600,TBbest-MT,MT,0.171038251,ERbest-ratio,ratio,NA,NA,0.226,Fmsy,NA,NA,6240,Bpa,,,,,,,,,,
WGDEEP-CUSKVa-XIV-1980-2015-ICESIMP2016,CUSKVa-XIV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/usk-icel.pdf,Analytical length-based assessment (Gadget model) ,Analytical length-based assessment (Gadget model) ,0.15,NA,2013,24600,TBbest-MT,MT,0.254471545,ERbest-ratio,ratio,NA,NA,0.2,Fmsy,NA,NA,NA,NA,,,,,,,,,,
WGDEEP-CUSKVa-XIV-1981-2016-ICESIMP2016,CUSKVa-XIV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/usk-icel.pdf,Analytical length-based assessment (Gadget model) ,Analytical length-based assessment (Gadget model) ,0.15,NA,2013,26500,TBbest-MT,MT,0.236226415,ERbest-ratio,ratio,NA,NA,0.2,Fmsy,NA,NA,NA,NA,,,,,,,,,,
WGCSE-EBASSIVbc-VII-1985-2014-ICESIMP2016,EBASSIVbc-VII,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/bss-47.pdf,Age- and length-based analytical assessment (Stock Synthesis 3),Age- and length-based analytical assessment (Stock Synthesis 3),0.24,NA,2013,15800,TBbest-MT,MT,0.387,F-1/yr,1/yr,NA,NA,0.13,Fmsy,NA,NA,8000,Bpa,,,,,,,,,,
WGCSE-EBASSIVbc-VII-1985-2015-ICESIMP2016,EBASSIVbc-VII,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/Bss-47.pdf,Age- and length-based analytical assessment (Stock Synthesis 3),Age- and length-based analytical assessment (Stock Synthesis 3),0.24,NA,2013,15200,TBbest-MT,MT,0.413,F-1/yr,1/yr,NA,NA,0.13,Fmsy,NA,NA,8000,Bpa,,,,,,,,,,
WGCSE-EBASSIVbc-VII-1985-2017-ICESIMP2018,EBASSIVbc-VII,multinational,Europe (EU),https://www.ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acom/2018/WKBASS/wkbass_2018.pdf,Age- and length-based analytical assessment (Stock Synthesis 3),Age- and length-based analytical assessment (Stock Synthesis 3),0.24,NA,2013,20200,TBbest-MT,MT,0.313,F-1/yr,1/yr,NA,NA,0.203,Fmsy,NA,NA,13465,Bpa,,,,,,,,,,
WGBIE-FMEG8c9a-1986-2015-ICESIMP2016,FMEG8c9a,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/mgb-8c9a.pdf,Age-based assessment (XSA),Age-based assessment (XSA),0.2,NA,2010,6680,TBbest-MT,MT,0.263,F-1/yr,1/yr,NA,NA,0.17,Fmsy,NA,NA,4600,Bpa,,,,,,,,,,
WGBIE-FMEG8c9a-1986-2016-ICESIMP2016,FMEG8c9a,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/mgb-8c9a.pdf,Age-based assessment (XSA),Age-based assessment (XSA),0.2,NA,2010,6360,TBbest-MT,MT,0.271,F-1/yr,1/yr,NA,NA,0.19,Fmsy,NA,NA,4600,Bpa,,,,,,,,,,
WGBIE-FMEG8c9a-1986-2017-ICESIMP2018,FMEG8c9a,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ldb.27.8c9a.pdf,Age-based assessment (XSA),Age-based assessment (XSA),0.2,NA,2010,6470,TBbest-MT,MT,0.267,F-1/yr,1/yr,NA,NA,0.19,Fmsy,NA,NA,4600,Bpa,,,,,,,,,,
WGBIE-FMEG8c9a-1986-2018-ICESIMP2018,FMEG8c9a,multinational,Europe (EU),,Age-based assessment (XSA),Age-based assessment (XSA),0.2,NA,2010,6400,TBbest-MT,MT,0.27,F-1/yr,1/yr,NA,NA,0.193,Fmsy,NA,NA,4600,Bpa,,,,,,,,,,
WGHMM-FMEG8c9a-1986-2010-NEUBAUER,FMEG8c9a,multinational,Europe (EU),https://www.ices.dk/sites/pub/Publication%20Reports/Advice/2011/2011/mgb-8c9a.pdf,Age-based assessment (XSA),Age-based assessment (XSA),0.2,Considered constant across ages and years,2010,5510,TBbest-MT,MT,0.343,F-1/yr,1/yr,NA,NA,0.18,Fmsy,NA,NA,NA,NA,,,,,,,,,,
WGHMM-FMEG8c9a-1986-2013-ICESIMP2016,FMEG8c9a,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/mgb-8c9a.pdf,Age-based assessment (XSA),Age-based assessment (XSA),0.2,NA,2010,7980,TBbest-MT,MT,0.219,F-1/yr,1/yr,NA,NA,0.18,Fmsy,NA,NA,NA,NA,,,,,,,,,,
AFWG-GHALNEAR-1935-2016-ICESIMP2018,GHALNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/ghl.27.1-2.pdf,Age-length-structured (Gadget model),"Age-length-structured (Gadget model), but with only length data used for tuning.",0.15,NA,2010,630000,TBbest-MT,MT,0.0242,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
AFWG-GHALNEAR-1960-2010-NEUBAUER,GHALNEAR,multinational,Europe (non-EU),http://www.ices.dk/reports/ACOM/2011/AFWG/Sec%2008%20Greenland%20Halibut%20in%20Subareas%20I%20and%20II.pdf,VPA,Extended Survivor Analysis,0.15,,2010,211000,TBbest-MT,MT,0.0743,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
AFWG-GOLDREDNEAR-1983-2010-NEUBAUER,GOLDREDNEAR,multinational,Europe (non-EU),https://www.ices.dk/sites/pub/Publication%20Reports/Expert%20Group%20Report/acfm/2001/afwg/Afwg01.pdf,Statistical catch at age model,Globally Applicable area-Disaggregated General Ecosystem Toolbox - An ecosystem-based management tool used for assessment,0.1,,2010,39000,TBbest-MT,MT,0.199,ERbest-ratio,ratio,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
AFWG-GOLDREDNEAR-1986-2017-ICESIMP2018,GOLDREDNEAR,multinational,Europe (non-EU),https://www.ices.dk/sites/pub/Publication%20Reports/Advice/2018/2018/reg.27.1-2.pdf,Age-length-structured (Gadget model),"Age-length-structured (Gadget model), but with only length data used for tuning.",0.1,NA,2010,45200,TBbest-MT,MT,0.154424779,ERbest-ratio,ratio,NA,NA,0.0525,Fmsy,NA,NA,61600,Bpa,,,,,,,,,,
NWWG-GOLDREDV-VI-XII-XIV-1966-2014-ICESIMP2016,GOLDREDV-VI-XII-XIV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/smr-5614.pdf,Analytical assessment (Gadget model),Analytical assessment (Gadget model) ,NA,NA,2013,517000,TBbest-MT,MT,0.103094778,ERbest-ratio,ratio,NA,NA,0.097,Fmsy,NA,NA,220000,Bpa,,,,,,,,,,
NWWG-GOLDREDV-VI-XII-XIV-1966-2017-ICESIMP2018,GOLDREDV-VI-XII-XIV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/reg.27.561214.pdf,Analytical assessment (Gadget model),Analytical assessment (Gadget model) ,NA,NA,2013,564000,TBbest-MT,MT,0.094148936,ERbest-ratio,ratio,NA,NA,0.097,Fmsy,NA,NA,220000,Bpa,,,,,,,,,,
NWWG-GOLDREDV-VI-XII-XIV-1966-2018-ICESIMP2018,GOLDREDV-VI-XII-XIV,multinational,Europe (EU),,Analytical assessment (Gadget model),Analytical assessment (Gadget model) ,NA,NA,2013,519000,TBbest-MT,MT,0.102504817,ERbest-ratio,ratio,NA,NA,0.097,Fmsy,NA,NA,220000,Bpa,,,,,,,,,,
NWWG-GOLDREDV-VI-XII-XIV-1971-2015-ICESIMP2016,GOLDREDV-VI-XII-XIV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/smr-5614.pdf,Analytical assessment (Gadget model),Analytical assessment (Gadget model) ,NA,NA,2013,545000,TBbest-MT,MT,0.097431193,ERbest-ratio,ratio,NA,NA,0.097,Fmsy,NA,NA,220000,Bpa,,,,,,,,,,
NWWG-GOLDREDV-VI-XII-XIV-1971-2016-ICESIMP2016,GOLDREDV-VI-XII-XIV,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/smr-5614.pdf,Analytical assessment (Gadget model),Analytical assessment (Gadget model) ,NA,NA,2013,563000,TBbest-MT,MT,0.094493783,ERbest-ratio,ratio,NA,NA,0.097,Fmsy,NA,NA,220000,Bpa,,,,,,,,,,
NWWG-HADFAPL-1955-2012-CHING,HADFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/had-faro.pdf,XSA using age-disaggregated indices,XSA using age-disaggregated indices,0.2,NA,2011,22600,TBbest-MT,MT,0.261,F-1/yr,1/yr,NA,NA,0.25,Stochastic simulations,NA,NA,35000,Bpa,,,,,,,,,,
NWWG-HADFAPL-1955-2013-ICESIMP2016,HADFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-faro.pdf,XSA using landings-at- age data and age-disaggregated indices.,XSA using landings-at- age data and age-disaggregated indices.,0.2,NA,2011,21400,TBbest-MT,MT,0.343,F-1/yr,1/yr,NA,NA,0.25,Fmsy,NA,NA,35000,Bpa,,,,,,,,,,
NWWG-HADFAPL-1955-2015-ICESIMP2016,HADFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-faro.pdf,XSA using landings-at- age data and age-disaggregated indices.,XSA using landings-at- age data and age-disaggregated indices.,0.2,NA,2011,21500,TBbest-MT,MT,0.361,F-1/yr,1/yr,NA,NA,0.25,Fmsy,NA,NA,35000,Bpa,,,,,,,,,,
NWWG-HADFAPL-1955-2016-ICESIMP2016,HADFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-faro.pdf,XSA using landings-at- age data and age-disaggregated indices.,XSA using landings-at- age data and age-disaggregated indices.,0.2,NA,2011,18500,TBbest-MT,MT,0.378,F-1/yr,1/yr,NA,NA,0.25,Fmsy,NA,NA,35000,Bpa,,,,,,,,,,
NWWG-HADFAPL-1956-2017-ICESIMP2018,HADFAPL,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.5b.pdf,SAM with catch-at-age data and age-disaggregated indices ,SAM with catch-at-age data and age-disaggregated indices ,0.2,NA,2011,16100,TBbest-MT,MT,0.4,F-1/yr,1/yr,NA,NA,0.165,Fmsy,NA,NA,22843,Bpa,,,,,,,,,,
NWWG-HADFAPL-1956-2018-ICESIMP2018,HADFAPL,multinational,Europe (non-EU),,SAM with catch-at-age data and age-disaggregated indices ,SAM with catch-at-age data and age-disaggregated indices ,0.2,NA,2011,15200,TBbest-MT,MT,0.434,F-1/yr,1/yr,NA,NA,0.165,Fmsy,NA,NA,22843,Bpa,,,,,,,,,,
NWWG-HADICE-1977-2012-CHING,HADICE,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/had-iceg.pdf,Adapt-type model (in ADMB),A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.,NA,NA,2011,138000,TBbest-MT,MT,0.446,F-1/yr,1/yr,NA,NA,NA,NA,NA,NA,45000,Blim,,,,,,,,,,
NWWG-HADICE-1977-2013-ICESIMP2016,HADICE,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-iceg.pdf,Adapt-type model (in ADMB),A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.,NA,NA,2011,150000,TBbest-MT,MT,0.41,F-1/yr,1/yr,0.52,Hmsy,NA,NA,NA,NA,45000,HCR Btrigger ,,,,,,,,,,
NWWG-HADICE-1977-2017-ICESIMP2018,HADICE,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.5a.pdf,Adapt-type model (in ADMB),A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.,NA,NA,2011,151000,TBbest-MT,MT,0.408,F-1/yr,1/yr,0.52,Hmsy,NA,NA,NA,NA,45000,HCR Btrigger ,,,,,,,,,,
AFWG-HADNEAR-1947-2012-CHING,HADNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/had-arct.pdf,Age-based analytical assessment XSA,Age-based analytical assessment XSA,NA,Varying natural mortality caused by predation from cod ,2011,1050000,TBbest-MT,MT,0.295,ERbest-ratio,ratio,NA,NA,0.35,Fmsy,NA,NA,80000,Bpa,,,,,,,,,,
AFWG-HADNEAR-1947-2013-ICESIMP2016,HADNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-arct.pdf,Age-based analytical assessment XSA,Age-based analytical assessment XSA,NA,Varying natural mortality caused by predation from cod ,2011,1070000,TBbest-MT,MT,0.290654206,ERbest-ratio,ratio,NA,NA,0.35,Fmsy,NA,NA,80000,Bpa,,,,,,,,,,
AFWG-HADNEAR-1947-2014-ICESIMP2016,HADNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-arct.pdf,Age-based analytical assessment XSA,Age-based analytical assessment XSA,NA,Varying natural mortality caused by predation from cod ,2011,1130000,TBbest-MT,MT,0.274336283,ERbest-ratio,ratio,NA,NA,0.35,Fmsy,NA,NA,80000,Bpa,,,,,,,,,,
AFWG-HADNEAR-1947-2015-ICESIMP2016,HADNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-arct.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),NA,Varying natural mortality caused by predation from cod ,2011,1330000,TBbest-MT,MT,0.233082707,ERbest-ratio,ratio,NA,NA,0.35,Fmsy,NA,NA,80000,Bpa,,,,,,,,,,
AFWG-HADNEAR-1947-2016-ICESIMP2016,HADNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-arct.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),NA,Varying natural mortality caused by predation from cod ,2011,1370000,TBbest-MT,MT,0.226277372,ERbest-ratio,ratio,NA,NA,0.35,Fmsy,NA,NA,80000,Bpa,,,,,,,,,,
AFWG-HADNEAR-1947-2017-ICESIMP2018,HADNEAR,multinational,Europe (non-EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.1-2.pdf,Age-based analytical assessment (SAM),Age-based analytical assessment (SAM),NA,Varying natural mortality caused by predation from cod ,2011,1290000,TBbest-MT,MT,0.240310078,ERbest-ratio,ratio,NA,NA,0.35,Fmsy,NA,NA,80000,Bpa,,,,,,,,,,
WGNSSK-HADNS-IIIa-VIa-1972-2014-ICESIMP2016,HADNS-IIIa-VIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-346a.pdf,Age-based analytical assessment (TSA) ,Age-based analytical assessment (TSA) ,NA,vary with age and over time ,2013,420000,TBbest-MT,MT,0.111428571,ERbest-ratio,ratio,NA,NA,0.35,Fmsy,NA,NA,88000,Bpa,,,,,,,,,,
WGNSSK-HADNS-IIIa-VIa-1972-2015-ICESIMP2016,HADNS-IIIa-VIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-346a.pdf,Age-based analytical assessment (TSA) ,Age-based analytical assessment (TSA) ,NA,vary with age and over time ,2013,355000,TBbest-MT,MT,0.132676056,ERbest-ratio,ratio,NA,NA,0.37,Fmsy,NA,NA,88000,Bpa,,,,,,,,,,
WGNSSK-HADNS-IIIa-VIa-1972-2015-ICESIMP2018,HADNS-IIIa-VIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-346a.pdf,Age-based analytical assessment (TSA) ,Age-based analytical assessment (TSA) ,NA,vary with age and over time ,2013,292000,TBbest-MT,MT,0.16130137,ERbest-ratio,ratio,NA,NA,0.37,Fmsy,NA,NA,88000,Bpa,,,,,,,,,,
WGNSSK-HADNS-IIIa-VIa-1972-2016-ICESIMP2018,HADNS-IIIa-VIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-346a.pdf,Age-based analytical assessment (TSA) ,Age-based analytical assessment (TSA) ,NA,vary with age and over time ,2013,380000,TBbest-MT,MT,0.123947368,ERbest-ratio,ratio,NA,NA,0.19,Fmsy,NA,NA,132000,Bpa,,,,,,,,,,
WGNSSK-HADNS-IIIa-VIa-1972-2017-ICESIMP2018,HADNS-IIIa-VIa,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.46a20.pdf,Age-based analytical assessment (TSA) ,Age-based analytical assessment (TSA) ,NA,vary with age and over time ,2013,374000,TBbest-MT,MT,0.125935829,ERbest-ratio,ratio,NA,NA,0.19,Fmsy,NA,NA,132000,Bpa,,,,,,,,,,
WGNSSK-HADNS-IIIa-VIa-1972-2018-ICESIMP2018,HADNS-IIIa-VIa,multinational,Europe (EU),,Age-based analytical assessment (TSA) ,Age-based analytical assessment (TSA) ,NA,vary with age and over time ,2013,356000,TBbest-MT,MT,0.132303371,ERbest-ratio,ratio,NA,NA,0.19,Fmsy,NA,NA,132000,Bpa,,,,,,,,,,
WGCSE-HADROCK-1990-2013-ICESIMP2016,HADROCK,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-rock.pdf,Analytical age-based assessment (XSA),Analytical age-based assessment (XSA),0.2,NA,2011,8790,TBbest-MT,MT,0.234357224,ERbest-ratio,ratio,NA,NA,0.3,Fmsy,NA,NA,9000,Bpa,,,,,,,,,,
WGCSE-HADROCK-1990-2014-ICESIMP2016,HADROCK,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-rock.pdf,Analytical age-based assessment (XSA),Analytical age-based assessment (XSA),0.2,NA,2011,8290,TBbest-MT,MT,0.248492159,ERbest-ratio,ratio,NA,NA,0.2,Fmsy,NA,NA,9000,Bpa,,,,,,,,,,
WGCSE-HADROCK-1990-2015-ICESIMP2016,HADROCK,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-rock.pdf,Analytical age-based assessment (XSA),Analytical age-based assessment (XSA),0.2,NA,2011,9310,TBbest-MT,MT,0.221267454,ERbest-ratio,ratio,NA,NA,0.2,Fmsy,NA,NA,9000,Bpa,,,,,,,,,,
WGCSE-HADROCK-1990-2016-ICESIMP2016,HADROCK,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-rock.pdf,Analytical age-based assessment (XSA),Analytical age-based assessment (XSA),0.2,NA,2011,8970,TBbest-MT,MT,0.229654404,ERbest-ratio,ratio,NA,NA,0.2,Fmsy,NA,NA,10200,Bpa,,,,,,,,,,
WGCSE-HADROCK-1990-2017-ICESIMP2018,HADROCK,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/had.27.6b.pdf,Analytical age-based assessment (XSA),Analytical age-based assessment (XSA),0.2,NA,2011,7220,TBbest-MT,MT,0.28531856,ERbest-ratio,ratio,NA,NA,0.2,Fmsy,NA,NA,10200,Bpa,,,,,,,,,,
WGNSSK-HADROCK-1990-2012-CHING,HADROCK,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/had-rock.pdf,Analytical age-based assessment (XSA),Analytical age-based assessment (XSA),0.2,NA,2011,11400,TBbest-MT,MT,0.181,ERbest-ratio,ratio,NA,NA,0.3,Provisional proxy by analyogy with North Sea haddock. Fishing mortalities close to Fsq in 2010.,NA,NA,9000,Bpa,,,,,,,,,,
WGCSE-HADVIIb-k-1993-2013-ICESIMP2016,HADVIIb-k,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/had-7b-k.pdf,ASAP (Age-Structured Assessment Programme; NOAA toolbox),ASAP (Age-Structured Assessment Programme; NOAA toolbox),NA,body weight and natural mortality ,2011,85700,TBbest-MT,MT,0.150525088,ERbest-ratio,ratio,NA,NA,0.33,Fmax(landings: 0.28 + discards: 0.05) ,NA,NA,7500,Bloss ,,,,,,,,,,
WGCSE-HADVIIb-k-1993-2014-ICESIMP2016,HADVIIb-k,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/had-7b-k.pdf,ASAP (Age-Structured Assessment Programme; NOAA toolbox),ASAP (Age-Structured Assessment Programme; NOAA toolbox),NA,body weight and natural mortality ,2011,88400,TBbest-MT,MT,0.308823529,ERbest-ratio,ratio,NA,NA,0.33,Fmax(landings: 0.28 + discards: 0.05) ,NA,NA,7500,Bloss ,,,,,,,,,,
WGCSE-HADVIIb-k-1993-2015-ICESIMP2016,HADVIIb-k,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/had-7b-k.pdf,ASAP (Age-Structured Assessment Programme; NOAA toolbox),ASAP (Age-Structured Assessment Programme; NOAA toolbox),NA,body weight and natural mortality ,2011,95800,TBbest-MT,MT,0.284968685,ERbest-ratio,ratio,NA,NA,0.4,landings: 0.36 + discards: 0.04 ,NA,NA,10000,Bpa,,,,,,,,,,
WGCSE-HADVIIb-k-1993-2016-ICESIMP2016,HADVIIb-k,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/had-7b-k.pdf,ASAP (Age-Structured Assessment Programme; NOAA toolbox),ASAP (Age-Structured Assessment Programme; NOAA toolbox),NA,body weight and natural mortality ,2011,97700,TBbest-MT,MT,0.279426817,ERbest-ratio,ratio,NA,NA,0.4,landings: 0.36 + discards: 0.04 ,NA,NA,10000,Bpa,,,,,,,,,,
WGCSE-HADVIIb-k-1993-2017-ICESIMP2018,HADVIIb-k,multinational,Europe (EU),,ASAP (Age-Structured Assessment Programme; NOAA toolbox),ASAP (Age-Structured Assessment Programme; NOAA toolbox),NA,body weight and natural mortality ,2011,98000,TBbest-MT,MT,0.278571429,ERbest-ratio,ratio,NA,NA,0.4,landings: 0.36 + discards: 0.04 ,NA,NA,10000,Bpa,,,,,,,,,,
WGSSDS-HADVIIb-k-1987-2012-CHING,HADVIIb-k,multinational,Europe (EU),http://www.ices.dk/committe/acom/comwork/report/2012/2012/had-7b-k.pdf,ASAP (Age-Structured Assessment Programme; NOAA toolbox),ASAP (Age-Structured Assessment Programme; NOAA toolbox),NA,body weight and natural mortality ,2011,88000,TBbest-MT,MT,0.305,ERbest-ratio,ratio,NA,NA,0.33,Fmax(landings: 0.28 + discards: 0.05) ,NA,NA,7500,Bloss ,,,,,,,,,,
WGBIE-HAKENRTN-1978-2013-ICESIMP2016,HAKENRTN,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/hke-nrtn.pdf,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.4,NA,2010,251000,TBbest-MT,MT,0.309960159,ERbest-ratio,ratio,NA,NA,0.24,,NA,NA,,Bpa,,,,,,,,,,
WGBIE-HAKENRTN-1978-2014-ICESIMP2016,HAKENRTN,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/hke-nrtn.pdf,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.4,NA,2010,191000,TBbest-MT,MT,0.444502618,ERbest-ratio,ratio,NA,NA,0.27,,NA,NA,46200,Bpa,,,,,,,,,,
WGBIE-HAKENRTN-1978-2015-ICESIMP2016,HAKENRTN,multinational,Europe (EU),http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/hke-nrtn.pdf,Stock Synthesis v3.0 model,Stock Synthesis v3.0 model,0.4,NA,2010,207000,TBbest-MT,MT,0.410144928,ERbest-ratio,ratio,NA,NA,0.27,,NA,NA,46200,Bpa,,,,,,,,,,
